draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,bFT,bMVP,bWP,bER,sigma
1027,131.85723398257437,0.9888786297300578,0.5550471485189914,3.0,7.0,0.0,-130.68202587720006,0.2827469318814663,0.09179339496545647,0.04526331175082913,0.21265781454776747,0.045028689567623764,0.1960224580756165
1028,129.3315422070645,0.9868206782905175,0.5593889784633831,3.0,7.0,0.0,-126.99383679219336,0.268801289230331,0.08806002167404384,0.018386188012119175,0.22159342225183262,0.08396909165815311,0.2024207755155651
1029,131.86093027718414,1.0,0.4880592379583002,2.0,7.0,0.0,-130.75972147952996,0.2788216337940078,0.06952588010699864,0.04851625912838554,0.23263596766307487,0.039444185341547124,0.19193906573823988
1030,130.923912484674,0.9468908012136202,0.5356568055523541,3.0,7.0,0.0,-129.20053980178707,0.2779259740010866,0.06853812443097532,0.04884185718912465,0.22810408768442986,0.0644191673592793,0.18591986170236133
1031,131.40881152309268,0.9158751584988911,0.5550471485189914,3.0,7.0,0.0,-128.04826938881922,0.2696307503589682,0.09872932318115182,0.04395199878888237,0.1933962377349606,0.06129067692604907,0.20716651438455644
1032,128.02225695644714,0.8997370642278196,0.5593889784633831,3.0,7.0,0.0,-126.4105391703224,0.28940193092285527,0.05027943354037693,0.039378125601083516,0.1588443745459193,0.06111432141957141,0.21021912410641178
1033,131.1969429535433,0.9571010135929959,0.4880592379583002,3.0,7.0,0.0,-130.30440694793404,0.27992024647714747,0.0523394496744039,0.05026124119256932,0.20157960159334595,0.049128182881454,0.2132615537913171
1034,126.0901803328887,0.7114092487671444,0.5356568055523541,2.0,3.0,0.0,-123.59688933198845,0.27632515690945664,0.08313056200639495,0.05448903386395567,0.1803589964953062,0.06398495191043639,0.15783062343610685
1035,129.3770376814404,0.6823907787968523,0.5550471485189914,2.0,3.0,0.0,-126.74418682049992,0.25999223431772867,0.08005909066857135,0.04171183865751635,0.20303932993487553,0.02710843863585698,0.22077798715105978
1036,131.54713457272348,0.9903779683753983,0.5593889784633831,3.0,7.0,0.0,-127.13532777172547,0.27680085750462263,0.055535869991311014,0.028949964561881213,0.19692050925929622,0.047886349489899845,0.20219236562010967
1037,132.5729249222477,0.9878548734176797,0.4880592379583002,3.0,7.0,0.0,-130.56133329534623,0.28558026559693367,0.07355888706122163,0.040103746731715684,0.19064466660791257,0.07132615178423485,0.19723973282525814
1038,128.08936613272814,0.6047400412090156,0.5356568055523541,3.0,7.0,0.0,-116.12302579119593,0.2394054450441726,0.07685102814499904,0.014845470146257766,0.23463152337872667,0.0256476835090634,0.19921045946575275
1039,131.6299828408048,0.8619594871132624,0.5550471485189914,2.0,3.0,0.0,-127.22225283740104,0.2622825450369356,0.05731590240737523,0.024770566453495114,0.22318795469538938,0.05120026056409879,0.2003202390924345
1040,128.53375307347642,0.9355756619688377,0.5593889784633831,2.0,7.0,0.0,-127.929407763242,0.27879365794924094,0.02834205391388478,0.029746697249330517,0.24330775691411405,0.05369450654621838,0.2176663288035442
1041,129.6365214468215,0.8168767821149198,0.4880592379583002,3.0,7.0,0.0,-128.62279175623547,0.3192856775483251,0.07815821039205066,0.03780161610785259,0.2260055371442119,0.040531052271916446,0.194466632857748
1042,126.72957005145362,0.9092869555497494,0.5356568055523541,3.0,7.0,0.0,-120.03210640529049,0.2671481663396368,0.10761618798073272,0.013949154979662898,0.172732773405843,0.07855915659774752,0.23332974518745675
1043,127.53986673408079,0.62290887380611,0.5550471485189914,3.0,7.0,0.0,-124.1644810723913,0.2842661606804878,0.08169063855827714,0.07408886826964294,0.18450448205324743,0.05755751230382923,0.23672171671125294
1044,130.85790841363686,0.9968225253371011,0.5593889784633831,3.0,7.0,0.0,-126.34060970846448,0.29975075523163586,0.09031219010127123,0.05302916768063776,0.19047170985001804,0.04510105745580277,0.20663893421563626
1045,128.59722362330083,0.8234133613463216,0.4880592379583002,3.0,7.0,0.0,-126.79141990133346,0.23850258919631429,0.06973230824450921,0.05079062363363605,0.215464096770208,0.07743785246491669,0.2022414657026692
1046,127.79114737684947,0.9724760188388769,0.5356568055523541,3.0,7.0,0.0,-122.96424635758143,0.2699585906817697,0.036797527372757106,0.0498841678558754,0.19900020750232023,0.055266384681348,0.17143682183894832
1047,129.0597302268497,1.0,0.5550471485189914,2.0,3.0,0.0,-126.90717912146067,0.29118643990368176,0.07964435616723514,0.0749367486255861,0.18096451301180116,0.05617161271046882,0.22391463388779254
1048,131.6421772139598,1.0,0.5593889784633831,3.0,7.0,0.0,-130.69568024229355,0.2661643245411614,0.06560262500740215,0.042197968092121715,0.18966601336056538,0.08200193567411804,0.19004970312625732
1049,127.76584694275769,0.9687898307072845,0.4880592379583002,3.0,7.0,0.0,-125.16776020442582,0.32019040494366124,0.08028756996912667,0.02270106544559572,0.2213187950826921,0.022469776554646492,0.18926106654513417
1050,130.6488704614967,0.8927542738284666,0.5356568055523541,2.0,3.0,0.0,-125.46618267504834,0.2789450770938085,0.07879196163991208,0.03450881851202816,0.24097032026599832,0.04010931126159304,0.18408971686577746
1051,131.19614112044462,0.9893965847072052,0.5550471485189914,3.0,7.0,0.0,-127.81422903193473,0.2902817676262042,0.06471868712503111,0.0649908973604371,0.18671095136940694,0.046465540108622826,0.19492245845749767
1052,129.63884416713822,0.8925439540172366,0.5593889784633831,2.0,3.0,0.0,-129.11770269434857,0.2521440639243468,0.06228091326675711,0.04500740577550748,0.1697742142059541,0.09071239509648953,0.19445276115523313
1053,128.58804828866857,1.0,0.4880592379583002,3.0,7.0,0.0,-125.0560624170576,0.23705623635324669,0.07975927281918392,0.05553768929343975,0.17142058809590682,0.05618959145448399,0.2087101975564133
1054,130.56770585737132,0.9925635695016668,0.5356568055523541,3.0,7.0,0.0,-129.47683703575416,0.29098031617036557,0.07817315952372089,0.05518550628387593,0.19428689709590294,0.08768233974728082,0.21086335590368244
1055,129.4721275685075,0.9324581750387908,0.5550471485189914,2.0,7.0,0.0,-128.39641673373816,0.27251342900869396,0.10188505948112186,0.008946350638053456,0.20547029838696473,0.07749881159431499,0.19940363233151198
1056,129.10453049290984,0.9279976858658009,0.5593889784633831,2.0,3.0,0.0,-127.70948794032545,0.24440763111146915,0.06786745390163135,0.04595944475459918,0.17892531464887115,0.09689079159372921,0.19772858856001405
1057,129.77540877968679,0.9950319545354418,0.4880592379583002,3.0,7.0,0.0,-126.71473375112222,0.2652234699004058,0.07631148130769133,0.01902952354159943,0.21711996193708194,0.08107789325555882,0.21293763988338765
1058,128.00647463901498,0.8469966598758302,0.5356568055523541,3.0,7.0,0.0,-125.48305854790578,0.3211507787777447,0.10576963622569654,0.030555484920353933,0.19050877740855332,0.07234194038448089,0.1888954949057807
1059,128.84344056147955,0.9613068070055016,0.5550471485189914,3.0,7.0,0.0,-126.63203417784165,0.2796451626910486,0.05802881404497469,0.08670785248954577,0.21023328134177172,0.06278969825021441,0.19803805338208608
1060,131.04568386333153,0.982437086548069,0.5593889784633831,3.0,7.0,0.0,-126.8890414062694,0.2603158271727016,0.06758109094819789,0.0638129575418619,0.20449292017384443,0.03560203234819226,0.20108696829093772
1061,131.09835993542583,0.9388573580096243,0.4880592379583002,3.0,7.0,0.0,-127.76775731168526,0.266574995202865,0.05950194975315351,0.029380966353470477,0.21901308966991054,0.02460989204047535,0.20356147153781484
1062,129.80865987248333,0.963418895632815,0.5356568055523541,3.0,7.0,0.0,-125.1611210503111,0.25347781469939373,0.04119648790233879,0.052422827744623646,0.23895561429138895,0.02855932096583825,0.19805530688563058
1063,131.9350682104394,1.0,0.5550471485189914,2.0,3.0,0.0,-128.0440686706151,0.2915406195828383,0.06225984890549541,0.038323253020007136,0.19725304770567686,0.05027020148746264,0.20473263984363727
1064,130.91881793958254,0.9136203023789226,0.5593889784633831,3.0,7.0,0.0,-128.54003504686173,0.26420586318161426,0.0721353909186339,0.02163721742940522,0.18954922343009992,0.08826873886117467,0.19821614178779814
1065,129.52543178462156,0.9747029510005704,0.4880592379583002,4.0,15.0,0.0,-128.62681401367678,0.26409404502257483,0.05444562663131004,0.02393305726105336,0.23593839712005554,0.006008840418065259,0.20219363303531412
1066,129.3579729642183,0.9495656080645883,0.5356568055523541,2.0,3.0,0.0,-128.18013623378675,0.25663991732205693,0.05727373710541703,0.058093824483668864,0.24806545231112243,0.019076428995412828,0.20493964383249869
1067,129.82223519429428,0.9129097197525066,0.5550471485189914,3.0,7.0,0.0,-128.43746825607093,0.3029629300339255,0.09478920670386372,0.06683303013647189,0.17136789091979857,0.08788161765654097,0.19127365229165
1068,131.10311784124684,0.9832631053051025,0.5593889784633831,3.0,7.0,0.0,-129.1735663860327,0.25280817730654825,0.09160268069899986,0.048892608773985824,0.18209633520687696,0.06395796342048544,0.19697434165248975
1069,131.30534515535257,0.9980252852721289,0.4880592379583002,3.0,7.0,0.0,-128.79718955167723,0.28347852883007696,0.07180798381392849,0.024796150522796854,0.22668998920682493,0.0681882466370983,0.19694973497792354
1070,130.29545609212678,0.9977804464362061,0.5356568055523541,3.0,7.0,0.0,-128.5203376994208,0.29887078682539864,0.06807975209419558,0.025249896955355084,0.20023374248391812,0.08965001025768123,0.1889335817833559
1071,132.0422098578771,0.879235606612166,0.5550471485189914,3.0,7.0,0.0,-125.9041892729629,0.2738271476084105,0.0619135795986141,0.025832336826168555,0.2156101192483665,0.040949681100424996,0.18844106558222629
1072,130.6019154589136,0.8432933360540665,0.5593889784633831,3.0,7.0,0.0,-127.92581116997566,0.3096160305390334,0.06059407476270984,0.04026523614403143,0.19370873590163268,0.04633652792438584,0.20068788451371897
1073,132.4861833907857,0.9824059906527616,0.4880592379583002,3.0,7.0,0.0,-130.3995116803962,0.2737578529206651,0.07347532942980403,0.05333778587175568,0.20734433896606663,0.059250155026680795,0.19154455305111126
1074,128.64667564127984,0.9602274973409033,0.5356568055523541,2.0,3.0,0.0,-128.20865055331512,0.30824655438383675,0.06763560538005571,0.01999771661806277,0.18973195937512755,0.09689405818100823,0.18741812108535477
1075,131.55310852238514,0.8446833869939752,0.5550471485189914,2.0,7.0,0.0,-129.8960898124813,0.2649897577922452,0.07324988852359658,0.026351750795667192,0.19014543839761278,0.05246175816547509,0.19842415262839733
1076,129.44639385739833,0.9487173200670233,0.5593889784633831,3.0,7.0,0.0,-128.1176846148936,0.23830906633864718,0.07245116100552296,0.039864724381779744,0.18480772194861667,0.05203284043284588,0.19646972651540298
1077,132.4833362854194,0.9715750569256141,0.4880592379583002,3.0,7.0,0.0,-131.69557097914475,0.28491848743214865,0.06893544081495089,0.03674624422540476,0.2020406413585194,0.07176322168999724,0.19640158200902386
1078,127.47036665341582,0.9549193796046607,0.5356568055523541,3.0,7.0,0.0,-124.89337317252249,0.260781434009609,0.038731874032095145,0.08308432573246792,0.21110627131845058,0.058628264936668874,0.21308028323626518
1079,130.65280392026102,0.938043712015522,0.5550471485189914,3.0,7.0,0.0,-129.7307145401956,0.29881148794606427,0.06006046783880545,0.04034185426759905,0.23312460303380728,0.06272684667274231,0.19508682553907145
1080,130.8839130269057,0.8262729125391426,0.5593889784633831,3.0,7.0,0.0,-124.84953525228893,0.3132563604345748,0.06546209532987354,0.03927686307915197,0.21600306444071904,0.042881204222883364,0.19458870047902066
1081,132.0173968362786,0.9972107883715564,0.4880592379583002,3.0,7.0,0.0,-131.78342484395878,0.2796817018950298,0.09051001156055667,0.03345682055937573,0.1795257521726364,0.07064923070086826,0.19672987145307652
1082,128.56677828983024,0.9993741738460563,0.5356568055523541,3.0,7.0,0.0,-124.72781055524507,0.3087600235972225,0.09522801263677831,0.04366684075431538,0.2006449852789987,0.024851325185278387,0.21144581377042776
1083,129.47468372096262,0.982839799885464,0.5550471485189914,3.0,7.0,0.0,-127.88837791511573,0.2738854057690139,0.09763832440402453,0.044882024771424466,0.16096345929796985,0.06075555743041768,0.21764011040846437
1084,129.4643098753302,0.7481460922995173,0.5593889784633831,3.0,7.0,0.0,-126.19200942922403,0.27277343115853553,0.08407670602843247,0.018520499687030408,0.2090177128959941,0.08920541005034922,0.21469087964871933
1085,131.7042562550161,0.9359388308169014,0.4880592379583002,3.0,15.0,0.0,-129.78138656258292,0.29133330612200264,0.04966149763908005,0.042031395184844986,0.2297691390025355,0.04589015504630582,0.19826562395371228
1086,131.5380253169056,0.9730434561088227,0.5356568055523541,3.0,7.0,0.0,-127.17383596811442,0.26277511914389534,0.07953389086519479,0.033529421599718556,0.18204706351158687,0.061678482861396045,0.18875097041564723
1087,130.45186938206245,0.9405061949558978,0.5550471485189914,3.0,7.0,0.0,-127.12205746068246,0.2804699467757407,0.09253255125539533,0.049490641318881715,0.15838908629035472,0.10351818257669122,0.19324866408435848
1088,131.22176751643843,0.9959895800782865,0.5593889784633831,3.0,7.0,0.0,-128.75234532296955,0.28599774138282236,0.07953462175984326,0.06516743043228673,0.19064560431115468,0.05698636036988466,0.18087275670097117
1089,132.45891632075632,0.9739348850738365,0.4880592379583002,3.0,7.0,0.0,-129.99123817027544,0.26968486372910205,0.07435184932396666,0.043081156388916755,0.21406853480794732,0.059083953574389794,0.1949930262064271
1090,131.01295719175548,0.9913368096982836,0.5356568055523541,3.0,7.0,0.0,-129.83699376865977,0.26361175847522084,0.0903215850312738,0.05829271704903413,0.18500806479154777,0.08587578422181735,0.19429227207095254
1091,127.44155039050494,0.772191704226798,0.5550471485189914,3.0,7.0,0.0,-125.45504957059786,0.3228255663318273,0.09067439090632236,0.02737267174791979,0.16007422863401594,0.09419072389931894,0.21128710397893957
1092,128.48035418666626,0.8100778663627554,0.5593889784633831,3.0,7.0,0.0,-125.52642216199143,0.3041789933614251,0.070032117450231,0.00590961130241556,0.24856699328455717,0.024477432064835325,0.2071969068806923
1093,131.87422624307004,0.9194326137266968,0.4880592379583002,3.0,7.0,0.0,-129.57281011566738,0.2886758865453629,0.06438646731066798,0.041095747947980904,0.22757756548038902,0.05755041465636309,0.1974766741143649
1094,129.82168940780986,0.7212402239028668,0.5356568055523541,2.0,3.0,0.0,-125.53001493502852,0.2668227147493827,0.10359221444393812,0.05757309902967096,0.16564814838735228,0.06333162087099614,0.18438417709699217
1095,128.52175251311593,0.9223474075367604,0.5550471485189914,3.0,7.0,0.0,-121.90049536598825,0.23878320764452182,0.07114344200958833,0.05755590265867798,0.17095336557323745,0.06036796260718438,0.1907726603345706
1096,127.56290475214897,0.9785459317773029,0.5593889784633831,3.0,7.0,0.0,-126.16806929977878,0.32409808860692335,0.060590842709128206,0.01834927006691086,0.24179423491416005,0.025380259519172492,0.21296740548047682
1097,131.2072921544115,0.8190515885331752,0.4880592379583002,2.0,7.0,0.0,-126.30390005889133,0.2942733762441551,0.06008079586009259,0.03882688962806866,0.1988619467415012,0.059706626744537514,0.21425182400582152
1098,127.52098686184473,0.5713705797698087,0.5356568055523541,3.0,7.0,0.0,-123.3202188777442,0.28983006230562636,0.05544128225658078,0.029850862808147846,0.24583831002548778,0.07363029288954302,0.2207895047052868
1099,128.76373392798442,1.0,0.5550471485189914,3.0,7.0,0.0,-126.85659961409,0.3152373740488881,0.10187898999707716,0.04673651019077972,0.17423090655123358,0.08965452772388847,0.2124318819529225
1100,131.14174060143594,0.9894240871025707,0.5593889784633831,3.0,7.0,0.0,-125.80052658451805,0.2926055266163822,0.049684122821202374,0.03709381808186384,0.19564093772339258,0.07430152181777959,0.19138158507234165
1101,130.5707177789622,0.9523056176440362,0.4880592379583002,3.0,11.0,0.0,-128.8070938285503,0.2957122605066438,0.09762484559070085,0.04939850117854594,0.18198623445766837,0.08884858222469955,0.20793531264077733
1102,128.1850633015277,0.9737398200356783,0.5356568055523541,3.0,7.0,0.0,-126.2961120243664,0.27834406081351853,0.0720226977086638,0.03528161751531859,0.19550401984095314,0.021781100101945894,0.1758340256929003
1103,130.64526289585078,0.9786670486912209,0.5550471485189914,3.0,7.0,0.0,-126.80952986075935,0.26863742025119436,0.049567645544823624,0.017417138864968307,0.21303719792062123,0.04252980634310369,0.1866396656968032
1104,130.24646854703616,0.9898257662778389,0.5593889784633831,3.0,7.0,0.0,-129.90111555507386,0.2658792601073651,0.11017214233574527,0.05403385971085072,0.1819732459427417,0.0541036958685488,0.1993698301327652
1105,129.3359917956804,0.8545857753552708,0.4880592379583002,3.0,7.0,0.0,-126.69354600632606,0.24716619568556783,0.08075743399276401,0.031011030760789888,0.16775440276930734,0.0961542567783502,0.1963703614476763
1106,130.3376120772938,0.6432097738989967,0.5356568055523541,2.0,3.0,0.0,-124.67805503761427,0.2648669237945057,0.0808490580709277,0.0283427330665758,0.2086577498358672,0.05403505516366239,0.1734208962276839
1107,131.0230669191108,0.9965019900269699,0.5550471485189914,3.0,7.0,0.0,-128.9707900489091,0.29063521247520546,0.07910852746715505,0.06118769479443079,0.17906539452545553,0.04733240514528938,0.2043045336620875
1108,131.17469815149596,0.9916566694567331,0.5593889784633831,2.0,3.0,0.0,-129.79749441988324,0.26095883763155564,0.09816450239876606,0.057289750374906745,0.18588592536302562,0.06181216020459166,0.19641651202537272
1109,130.834890286554,0.9872900444484328,0.4880592379583002,3.0,7.0,0.0,-127.48512316775617,0.3065598423285774,0.08753798347530911,0.05752236318453445,0.2021379572596553,0.05448190570986388,0.20354589703008494
1110,129.72866058071403,0.8728806295201349,0.5356568055523541,3.0,7.0,0.0,-127.99124066133454,0.2963657184524859,0.06932507836245207,0.05398726640314644,0.1953093500089357,0.06848936566636835,0.22553542521858416
1111,129.65951661625633,0.8839621929265208,0.5550471485189914,3.0,7.0,0.0,-127.33323549887702,0.30695855334947625,0.0808925065410156,0.027152515641324357,0.23032665698354882,0.05492354260307787,0.18362276130034622
1112,130.5139314119462,0.9758674496406812,0.5593889784633831,3.0,7.0,0.0,-129.64778401235301,0.2970560173518897,0.08064931902090074,0.0380028788213171,0.1609135420219701,0.08891564744066197,0.20427167026643867
1113,130.80060235069712,0.9874680319613321,0.4880592379583002,3.0,7.0,0.0,-129.94185505538886,0.2546634968501502,0.05008625267320642,0.02920364100436559,0.21000520878982312,0.05679501456520902,0.18856860711686227
1114,131.31632094314133,0.9541676802222988,0.5356568055523541,3.0,7.0,0.0,-127.08588327341364,0.2925145321045764,0.0720651123751623,0.059347446287221876,0.18438089238154037,0.05148532196887385,0.1856401536444368
1115,128.2107684776025,0.8931663166686673,0.5550471485189914,3.0,7.0,0.0,-126.35521420183663,0.2789156192234369,0.05024174120559429,0.05032731192822911,0.1862272190449856,0.04488665626421506,0.2308660627758381
1116,130.81998652242325,0.8228913935509418,0.5593889784633831,3.0,7.0,0.0,-127.44609197219991,0.274086996892654,0.08732073697346175,0.03201253743110234,0.20694550630275754,0.04725894831131037,0.21736258225008928
1117,129.69953185998563,0.5340059647331921,0.4880592379583002,3.0,11.0,0.0,-124.2923888866706,0.3020147977544345,0.05694136822249622,0.044217361082684266,0.2088352934283372,0.019398171399170668,0.20968780545015966
1118,130.59571017950148,0.9317830998972969,0.5356568055523541,3.0,7.0,0.0,-128.75119287930826,0.2863668249770096,0.05048279188729393,0.05871181856517728,0.1904231930134828,0.05751321419446914,0.18258807218773024
1119,129.69729147642838,0.9982691798721887,0.5550471485189914,3.0,7.0,0.0,-125.7141247842682,0.2600329280342538,0.05023162638165702,0.04499015107152069,0.2084947527974161,0.046427442263398684,0.2234976693430152
1120,131.26684526430464,0.9644650090731849,0.5593889784633831,2.0,7.0,0.0,-129.87854649813576,0.2732200178992155,0.08643784271598468,0.03251834880655964,0.22235548993915272,0.052222925452240054,0.20869406292672643
1121,131.43836332014885,0.9866621084498072,0.4880592379583002,4.0,15.0,0.0,-126.61628621861615,0.2846974032244413,0.10092143282269278,0.047085051711750515,0.203644580247434,0.056392656058766505,0.1985690731472432
1122,131.2083918858962,0.9981198002536907,0.5356568055523541,3.0,15.0,0.0,-128.69301545640147,0.2740272684521478,0.06352947858192083,0.05946600570240678,0.18710712142410676,0.07563811330169497,0.18383777263347365
1123,129.4664711019949,0.9724089657327321,0.5550471485189914,3.0,7.0,0.0,-127.36252448468039,0.31791912804236594,0.08414379596160473,0.04419165113676526,0.2046680481803778,0.0700657516922405,0.1851957364215033
1124,131.11919668984208,0.9008497115470864,0.5593889784633831,3.0,7.0,0.0,-128.1126150297825,0.2867598062550029,0.08344323467350169,0.031540475789498146,0.17762090579252401,0.06465405537288436,0.18210180122086053
1125,129.12161325888633,0.9598474768140809,0.4880592379583002,3.0,7.0,0.0,-128.55986012285396,0.25541316208679415,0.04849902365629041,0.06193379837131832,0.180693031521811,0.06941407628299856,0.18731888632310295
1126,131.2083918858962,0.4574843848067947,0.5356568055523541,2.0,3.0,0.0,-122.37261120423385,0.2740272684521478,0.06352947858192083,0.05946600570240678,0.18710712142410676,0.07563811330169497,0.18383777263347365
1127,129.97384760666637,0.9815518119106516,0.5550471485189914,3.0,7.0,0.0,-126.38224925743695,0.27296898676230014,0.0942404804610586,0.04605102372316043,0.1664852076149438,0.08624191120315439,0.22066429378948638
1128,128.0162389184041,0.9635819823630254,0.5593889784633831,3.0,7.0,0.0,-126.60668357414565,0.2640689757653919,0.11047740493152945,0.0794251165582341,0.16639385164695958,0.09426450944985318,0.19420374149066338
1129,130.90643527525162,1.0,0.4880592379583002,3.0,7.0,0.0,-128.78990107992786,0.29068321258828894,0.09790848061121246,0.044429939813489985,0.2173106473064761,0.05140009177367944,0.20170913564140297
1130,130.97688530876124,0.8294001917403474,0.5356568055523541,2.0,7.0,0.0,-127.77892714402651,0.2720161316356367,0.08970707436355697,0.0382045070745517,0.19765984978637793,0.04567306973213836,0.2145605246651002
1131,130.41046966607763,0.930939336967002,0.5550471485189914,3.0,7.0,0.0,-126.28002392163926,0.28775459512192286,0.050224114244130084,0.012714841437185785,0.21627310539089778,0.06722416807838777,0.18736100116514268
1132,128.97222433401075,0.9054212187289581,0.5593889784633831,3.0,7.0,0.0,-125.02039065665463,0.2942052947248616,0.08585673289440082,0.029578128847511653,0.196538863895175,0.10207534094050419,0.21506645958469
1133,131.22790874926557,0.8867542233276418,0.4880592379583002,2.0,7.0,0.0,-129.1663483965456,0.2969445150498235,0.08905703267704732,0.042476540598105746,0.1986538851151239,0.03795087182224704,0.19771291922861073
1134,130.94915877888403,0.9752268982740914,0.5356568055523541,3.0,7.0,0.0,-129.4579013129364,0.2829745712750025,0.07332149126752746,0.05175131489148992,0.1840062337325878,0.09342060944240248,0.1864292410876287
1135,129.95343415546338,0.932903122828592,0.5550471485189914,3.0,7.0,0.0,-126.5385045792583,0.28921643657958573,0.07963985370252633,0.020304607565349443,0.22895082186628352,0.04293079477400671,0.21898384311339225
1136,130.59769960950874,0.9758548527933891,0.5593889784633831,3.0,7.0,0.0,-126.36756696465558,0.28564795896184453,0.054782341321335644,0.025189870004623825,0.2028797047098391,0.03752798157763325,0.2111237973667579
1137,129.65049502740436,0.9702748203184826,0.4880592379583002,3.0,7.0,0.0,-128.5564684317355,0.3096872334440495,0.07597643050037467,0.0581475632597753,0.22788796923195304,0.043141508806241534,0.20927958556409235
1138,131.47463140624143,1.0,0.5356568055523541,3.0,7.0,0.0,-130.45828940041426,0.28359807595237735,0.07600029604377805,0.039530119031109104,0.20972209194385164,0.029622798462453706,0.2070101294351356
1139,130.3593008830161,0.9809602238042638,0.5550471485189914,3.0,7.0,0.0,-126.60536019252933,0.24881243631571,0.08523683658088788,0.026733395649121566,0.18251175583369197,0.0755845475691671,0.1924785758191847
1140,130.65829285620464,0.9545992014098454,0.5593889784633831,3.0,7.0,0.0,-127.67121338395111,0.2715890706754349,0.055284306588594005,0.033694283233700044,0.22304992894979359,0.039371895728678205,0.1743822025624497
1141,131.26189253482448,0.9429997432832006,0.4880592379583002,3.0,7.0,0.0,-127.31448302653939,0.2824410180232848,0.07454065299145558,0.010605114471941781,0.19905511255301292,0.06949853507514801,0.19792696999026813
1142,130.93739505672636,0.9395333991464332,0.5356568055523541,3.0,7.0,0.0,-128.2913308892616,0.28331646279304,0.07439799213433687,0.03204850380057626,0.16559354856697364,0.08904004019425905,0.19269812522132015
1143,128.92554996335545,0.7964619408250208,0.5550471485189914,3.0,7.0,0.0,-126.75138855015668,0.32011450045557005,0.06889947155372539,0.042054913422929045,0.22291360751982256,0.07074226843136883,0.19877370345018452
1144,131.4989437375354,0.982707277383841,0.5593889784633831,3.0,7.0,0.0,-129.99251262705909,0.279180480940762,0.06328899842344991,0.02898238398599803,0.23783118656967936,0.04462308763830899,0.18562523466107927
1145,130.25467133931312,0.9642626961632528,0.4880592379583002,3.0,7.0,0.0,-128.19830585066313,0.3014997768676488,0.09476568708238961,0.06175250848239111,0.16489044668148706,0.08659853361879363,0.2036448040949713
1146,131.5839811751887,0.9446730621797261,0.5356568055523541,3.0,7.0,0.0,-127.03344942292269,0.2661461575653326,0.06902136906556994,0.040284961358983754,0.20563683747443098,0.03806044231003041,0.20899548966861153
1147,128.32285476107776,0.9951209035117249,0.5550471485189914,3.0,7.0,0.0,-126.33084905442401,0.24222539970420265,0.05428500512955229,0.014282804357512013,0.20623294914935697,0.03844840978321015,0.1937506646324968
1148,131.19920281129922,0.9010222125464622,0.5593889784633831,3.0,7.0,0.0,-128.7617276605548,0.27385909474684816,0.05866648849535615,0.05139994596321053,0.1930371650044082,0.0803312584264143,0.20755623292637992
1149,130.4713377635584,0.9734212261156969,0.4880592379583002,3.0,15.0,0.0,-128.01851192794038,0.2584235678985065,0.06931439407824459,0.0398022669444826,0.1956402233241565,0.05792347354556508,0.17496076782432762
1150,129.07377985420575,0.9052607064880148,0.5356568055523541,3.0,7.0,0.0,-127.87550261010654,0.29212290955279946,0.04483781156817945,0.02742627477064895,0.21015018431247712,0.025131056451664944,0.18204474326771322
1151,130.8276349240396,1.0,0.5550471485189914,2.0,3.0,0.0,-127.81226150729952,0.25646587184607483,0.05971147501610869,0.020227988161469326,0.23453926282550439,0.036502064734342435,0.19764869459784018
1152,131.8293519423028,0.9825178688690615,0.5593889784633831,3.0,7.0,0.0,-129.80795204411714,0.29222234718023976,0.08657106795001758,0.05589322053027512,0.18294713251804756,0.060286977087961074,0.18905938392112168
1153,130.11739062815735,0.9870624429281111,0.4880592379583002,3.0,7.0,0.0,-128.93860159104185,0.2892455404016592,0.06287649352270815,0.028436502530853138,0.21849627792346177,0.032731304489859,0.2216295250123038
1154,130.7732810489745,0.7041270834330575,0.5356568055523541,2.0,3.0,0.0,-125.58658939078181,0.27510451382241313,0.04769439613103192,0.023416207410138657,0.2065707699136626,0.053818212948750124,0.18228552626984576
1155,130.13762295510776,0.9513390094621802,0.5550471485189914,3.0,7.0,0.0,-128.29137158899377,0.28791071581057853,0.06533807774627312,0.0006396643969415264,0.21495421657109617,0.06151196570097044,0.2048940662328471
1156,129.93717243084185,0.8068301433319169,0.5593889784633831,2.0,7.0,0.0,-126.27795132989348,0.30761139812531796,0.08570062785437235,0.03499772541981619,0.1859769693031893,0.06882577227583411,0.17803332869329588
1157,131.41745661321704,1.0,0.4880592379583002,3.0,7.0,0.0,-128.7159365868205,0.2759014751931496,0.051142981994956115,0.04010285127149103,0.19533782976880879,0.07806103503887388,0.1948615504293334
1158,131.274676543054,0.961149294662512,0.5356568055523541,3.0,7.0,0.0,-128.99860508123308,0.2722609308630676,0.08203492547089579,0.04565782923458416,0.213040963205956,0.03560538948636226,0.18042104025454112
1159,132.55812697031268,0.9677362517438354,0.5550471485189914,3.0,7.0,0.0,-129.65191526558073,0.27079534752757073,0.0709548795609615,0.0469277279985242,0.21165262461922382,0.05196103058303861,0.18875335154438366
1160,128.5457792846266,0.9330096405012092,0.5593889784633831,2.0,3.0,0.0,-127.36687229607922,0.30074343067984205,0.08538617754633977,0.03789797678556628,0.18814959209729631,0.08514676452972998,0.1696877816478563
